application_id,household_id,cycle_id,caseworker_id,submitted_at,amount_requested,need_category,stated_need_amount,days_since_hardship_onset,prior_applications_count,days_since_last_application,referral_source,application_channel,application_completeness,documentation_provided,status
5653,419c6902-8434-4a86-b45f-9bc52bb24ba3,22,4,2026-07-07T09:00:00,14861.44,other,16346.59,14,1,152,ngo_partner,caseworker_submitted,0.746,True,deferred
5955,c4be425a-6a56-42a5-a921-3382a193bce3,22,10,2026-07-26T09:00:00,19764.91,education,19822.81,22,4,151,self,caseworker_submitted,0.74,True,deferred
5707,c9ed8253-32e6-439c-9a49-72f0b7406239,22,2,2026-07-17T09:00:00,3000,food,3140.54,3,1,89,caseworker_outreach,phone,0.538,True,audit_approved
6060,749d7903-09ad-41ce-9cee-3361a51a376d,22,6,2026-07-18T09:00:00,13524.54,education,12578.92,28,1,527,prior_beneficiary,online,1.0,True,deferred
5738,ff7335e6-ead9-40dc-b7f8-c15e4c630bf8,22,5,2026-07-22T09:00:00,3000,medical,3440.1,26,1,105,self,caseworker_submitted,0.866,True,deferred
5921,cfcde677-f351-4417-bb05-c5986f87ddad,22,10,2026-07-12T09:00:00,3000,medical,3160.04,12,3,70,ngo_partner,in_person,0.627,True,deferred
6048,43bf37ee-43f7-49f5-90cd-4f5661a5fd17,22,3,2026-07-07T09:00:00,7356.26,education,7811.01,6,2,280,prior_beneficiary,caseworker_submitted,0.679,True,deferred
5609,15faa1ed-d7ea-4ff5-b770-41af490a0c9d,22,6,2026-07-19T09:00:00,20614.56,education,21419.5,5,2,79,self,in_person,0.825,True,appealed
5723,b9e7132d-922b-4bf4-9487-fbf8992439b2,22,2,2026-07-12T09:00:00,12889.9,childcare,13222.56,47,0,,ngo_partner,in_person,0.576,True,appealed
5890,de35a83c-8766-4679-96e5-2bd94143fef5,22,1,2026-07-04T09:00:00,3932.35,food,4166.68,3,0,,self,in_person,0.629,False,deferred
5600,7e594e36-2de5-4768-8670-2f9750d2ed91,22,6,2026-07-12T09:00:00,7607.6,medical,6806.3,39,5,29,prior_beneficiary,phone,0.606,True,deferred
5814,a715276b-f542-46f3-a317-d8b8ce3bda0f,22,5,2026-07-09T09:00:00,21661.03,other,19196.87,6,2,152,self,in_person,0.636,False,appealed
5742,be66c792-a399-4062-9764-29ba99f0793f,22,6,2026-07-17T09:00:00,4075.47,food,4573.49,4,1,321,ngo_partner,online,0.715,True,deferred
5692,0152471d-2c8d-4b5b-8275-532e0c296a3d,22,2,2026-07-15T09:00:00,3000,rent_arrears,2828.33,27,0,,ngo_partner,online,0.779,True,deferred
5760,972d68a4-9e6b-4e2f-bd17-5e71bfb2abc8,22,1,2026-07-29T09:00:00,3000,childcare,2878.71,13,0,,ngo_partner,in_person,0.574,True,deferred
5686,ded2df58-1dc2-4470-bd1c-cc173f62673a,22,3,2026-07-31T09:00:00,4307.45,other,4674.11,9,0,,caseworker_outreach,phone,0.816,False,deferred
5642,6b57c0f0-87b1-4c05-a7a2-f1365dabe4e0,22,2,2026-07-02T09:00:00,3000,medical,2673.63,14,0,,caseworker_outreach,phone,0.41,False,deferred
5858,91888208-e005-4d15-9f54-815cbf876fee,22,10,2026-07-28T09:00:00,3000,food,3150.25,102,0,,prior_beneficiary,online,0.677,False,deferred
5923,3374289a-e295-4858-9430-8673a2e8243b,22,7,2026-07-08T09:00:00,14977.72,rent_arrears,16507.84,33,2,221,caseworker_outreach,caseworker_submitted,0.749,True,deferred
5633,33c8b3e4-8a5a-419f-a822-f986612ef95d,22,9,2026-07-19T09:00:00,3000,education,3340.56,32,0,,self,in_person,0.447,False,appealed
5607,4178440e-8fcc-4cc6-8c68-d784abb12338,22,1,2026-07-07T09:00:00,31116.3,childcare,35091.21,19,0,,community_leader,in_person,0.895,False,deferred
6037,e3e75f62-17f8-48bb-9bd4-a0c5a12c4c5c,22,6,2026-07-22T09:00:00,3000,medical,3395.28,7,2,224,self,caseworker_submitted,0.774,True,deferred
5948,84445d10-c955-4188-a08a-27ffe62c53ca,22,4,2026-07-18T09:00:00,19882.44,funeral,17239.23,34,1,88,prior_beneficiary,in_person,0.648,True,deferred
5802,e85164dd-1875-4776-a342-835f0c3d1824,22,10,2026-07-05T09:00:00,3000,utilities,3043.83,47,2,120,prior_beneficiary,in_person,0.478,True,deferred
5751,6e5b64ac-277a-4092-afae-c2ff13e9f554,22,3,2026-07-01T09:00:00,28314.33,childcare,24708.57,10,2,435,self,online,0.454,True,deferred
5899,4bc8d817-5460-4fca-9447-211fbf10baca,22,7,2026-07-22T09:00:00,15042.45,food,13174.63,2,0,,self,in_person,0.749,True,deferred
5749,f0fc84cf-de43-41c1-97a4-08a4acf4fc42,22,9,2026-07-16T09:00:00,12508.08,childcare,13650.1,3,2,282,self,online,0.742,False,appealed
5747,009c8ae1-fdc5-490d-bc10-ca49f5a81c5a,22,3,2026-07-18T09:00:00,3000,rent_arrears,3191.33,60,0,,self,in_person,0.741,True,deferred
6029,017a9d98-0fce-4a40-b9fd-92ff9b888a29,22,2,2026-07-23T09:00:00,3144.59,food,3237.6,2,5,135,self,online,0.785,False,deferred
5930,9ddead83-c869-412d-8a38-706fe6812edf,22,3,2026-07-19T09:00:00,23308.13,funeral,22888.46,13,1,581,ngo_partner,in_person,0.458,False,deferred
5915,815be7a0-f86d-4630-9c2c-cf018cc26790,22,1,2026-07-30T09:00:00,16558.97,utilities,16730.86,9,4,202,self,phone,0.532,False,deferred
5701,a04318f8-216d-4391-a4e0-27a441154d50,22,5,2026-07-04T09:00:00,21364.0,rent_arrears,19718.11,0,1,203,self,caseworker_submitted,0.634,True,deferred
6016,50c79346-9d16-409d-a534-9ff6d030bbe1,22,3,2026-07-28T09:00:00,3000,medical,2866.82,66,6,59,self,online,0.884,True,deferred
5850,677fc5d0-cc00-452d-8df3-bd41d40e2042,22,2,2026-07-11T09:00:00,3000,food,2713.89,37,0,,community_leader,phone,0.75,True,deferred
5870,cdfadfb5-0748-40bd-8dbe-be7b0f2422bc,22,9,2026-07-23T09:00:00,3000,other,2581.95,5,2,364,self,in_person,0.558,True,deferred
5730,d6e51aa9-8d85-4562-82b4-55201c182ee0,22,5,2026-07-10T09:00:00,9908.54,food,10872.55,26,3,173,self,in_person,0.555,False,deferred
5786,67d8a4bb-df8c-4847-9607-9be1a83e29da,22,9,2026-07-18T09:00:00,5064.38,utilities,5665.5,12,2,160,caseworker_outreach,in_person,0.618,True,appealed
5859,8b990396-81ad-409c-bb90-2becc7935ed5,22,1,2026-07-30T09:00:00,3000,food,2943.19,4,3,76,community_leader,in_person,0.619,True,deferred
5736,de4eef86-c1d9-422b-b0b3-4c8f19ec1499,22,7,2026-07-28T09:00:00,4169.91,utilities,4373.53,16,2,170,ngo_partner,online,0.815,True,deferred
5641,e2a94202-85e3-4228-919b-61f1a924986d,22,7,2026-07-21T09:00:00,3000,education,3031.9,4,0,,community_leader,in_person,0.601,True,deferred
5773,9c967ec0-8f49-4f48-ab35-3461739f93d4,22,8,2026-07-21T09:00:00,6403.75,other,7115.11,22,1,555,self,in_person,0.725,True,deferred
5841,bb82a507-d1e7-4ece-9893-008b4c460d75,22,4,2026-07-31T09:00:00,22040.84,food,24910.86,9,0,,prior_beneficiary,in_person,0.616,False,deferred
5706,856646c0-a8e7-4d76-ba9a-483e86ecbba8,22,9,2026-07-22T09:00:00,6836.03,education,6666.59,6,1,402,community_leader,in_person,0.545,False,deferred
5949,6b4da22f-1b71-42c5-967b-ebcc473feb08,22,3,2026-07-05T09:00:00,3000,childcare,2818.88,0,1,433,self,caseworker_submitted,0.661,False,deferred
5679,7181c8cb-4b01-4a3b-89a2-d39381e6cc19,22,10,2026-07-01T09:00:00,3000,medical,2597.6,13,5,133,self,in_person,0.809,True,deferred
5983,08b09d72-f94e-4eb7-933f-46685aeb4632,22,7,2026-07-09T09:00:00,45445.21,education,51537.31,6,0,,caseworker_outreach,in_person,0.585,False,deferred
5685,88bb5d69-6bee-4d74-bdd2-7d27d5f8306e,22,2,2026-07-30T09:00:00,4783.79,other,5090.33,49,2,95,self,caseworker_submitted,0.588,True,deferred
6069,526ffc8b-7e7a-421f-ac4a-d1354ef5cb0d,22,5,2026-07-29T09:00:00,3000,food,2784.38,0,0,,prior_beneficiary,caseworker_submitted,0.714,True,deferred
5815,4d35e62d-8888-4bb9-a6ba-e311ff0d284b,22,6,2026-07-31T09:00:00,3000,food,3339.39,27,1,93,caseworker_outreach,in_person,0.448,False,deferred
6044,d19cc0ae-56db-4d32-a2b8-7687fc79d1c8,22,6,2026-07-13T09:00:00,29970.46,rent_arrears,31758.03,0,1,82,self,online,0.984,True,audit_approved
5774,bc27359c-a1ce-46fc-8344-cc6ff3100b19,22,2,2026-07-14T09:00:00,3000,medical,3430.96,22,2,110,caseworker_outreach,phone,0.742,True,deferred
5741,722fa181-1a03-47a9-b012-5c7ee8abdadf,22,2,2026-07-04T09:00:00,23142.05,childcare,24817.61,20,2,84,caseworker_outreach,phone,0.695,True,deferred
6050,473f6204-ca6b-4fc8-90d1-629c6c71ab9b,22,2,2026-07-10T09:00:00,25156.4,education,23062.18,13,3,132,caseworker_outreach,in_person,0.394,True,audit_approved
5790,3fa242ba-473a-44c6-9075-0996b0f30dec,22,5,2026-07-18T09:00:00,9819.38,funeral,9190.38,5,4,80,ngo_partner,online,0.628,False,deferred
5886,99e08b5e-5a0e-4856-937e-72c288cfcc2b,22,1,2026-07-06T09:00:00,3000,utilities,2660.48,10,4,127,self,caseworker_submitted,0.851,True,deferred
5958,688abd81-3d60-4a3b-8d1a-70891a16fbe7,22,2,2026-07-24T09:00:00,3000,medical,3002.78,8,2,200,self,in_person,0.612,False,deferred
5635,6e3bb3cd-edaf-499a-b750-3f1fca989b01,22,2,2026-07-04T09:00:00,12016.69,childcare,13490.38,55,4,16,self,online,0.696,True,deferred
6008,f5d97c10-9479-4c83-947a-a6674f1cbe11,22,6,2026-07-01T09:00:00,3000,medical,2817.12,4,1,165,self,in_person,0.669,True,deferred
5752,ad615937-b4a1-4719-b435-a0f62c2c28de,22,3,2026-07-23T09:00:00,7587.55,education,8580.37,6,3,128,self,in_person,0.844,True,deferred
5980,e3b9a3ec-f84f-4506-8ac6-e1029f1dd49b,22,1,2026-07-21T09:00:00,3000,utilities,2677.78,29,3,86,self,online,0.928,True,appealed
5783,6b6910c9-43e2-4cd7-93db-ba8bcf7251b5,22,10,2026-07-17T09:00:00,25267.66,other,27788.46,41,2,81,caseworker_outreach,in_person,0.715,True,deferred
5599,513a8c22-0038-4f7d-97a9-b44e4daf2e14,22,5,2026-07-28T09:00:00,3000,medical,2949.62,10,0,,self,online,0.861,False,deferred
5639,eb4d0362-5a4f-4803-9133-520c479c5fd5,22,4,2026-07-22T09:00:00,3000,other,3109.22,18,2,341,self,in_person,0.666,True,deferred
6036,040a8352-3882-4ea4-92f5-e020e8967841,22,5,2026-07-04T09:00:00,3000,education,3290.79,47,1,20,self,online,0.832,True,deferred
5945,a76812b9-0849-4980-9fee-947044d68e2b,22,1,2026-07-17T09:00:00,4774.66,rent_arrears,4569.57,17,1,382,caseworker_outreach,in_person,0.759,False,deferred
6064,70c57841-6197-4b7f-85e9-cd393bd899aa,22,6,2026-07-12T09:00:00,17447.12,education,17404.91,24,3,199,self,in_person,0.69,True,deferred
6021,c5075101-3725-4e89-bfc3-011f0227a5d2,22,3,2026-07-31T09:00:00,3000,medical,2843.34,29,5,83,ngo_partner,online,0.615,False,deferred
5977,12c8753e-3263-426f-9edc-d17f9c8b2d3d,22,10,2026-07-31T09:00:00,9086.88,utilities,7910.44,10,0,,community_leader,online,0.445,True,deferred
5975,58b11084-fc6e-4ca5-8d59-b334957a9b53,22,3,2026-07-20T09:00:00,20800.55,education,18266.09,2,2,238,ngo_partner,in_person,0.689,True,deferred
5903,ca0cde03-104d-426b-b53c-333374a36aac,22,1,2026-07-24T09:00:00,3000,utilities,2678.78,27,0,,self,in_person,0.766,True,appealed
5629,f1363ecd-fba5-4019-9337-b37be4b05dc8,22,7,2026-07-17T09:00:00,37198.38,funeral,42650.91,23,0,,caseworker_outreach,phone,0.628,False,deferred
5940,56f1f79a-1fe7-4690-b928-bb9e72911c8f,22,5,2026-07-30T09:00:00,3000,food,2619.54,35,4,240,caseworker_outreach,in_person,0.478,False,deferred
5813,fcfc76cb-55d3-4c80-b875-f1219af1a3e6,22,2,2026-07-25T09:00:00,7721.39,rent_arrears,7386.78,5,2,317,community_leader,online,0.758,True,deferred
5671,2b0a6d07-422e-4af6-88ba-5211d07e0b9a,22,8,2026-07-15T09:00:00,3000,childcare,3127.67,60,6,74,caseworker_outreach,caseworker_submitted,0.617,False,deferred
5843,73c8d870-adaa-4f7d-8bc8-b744fec307fb,22,10,2026-07-16T09:00:00,22231.91,utilities,19122.86,10,3,87,ngo_partner,caseworker_submitted,0.592,True,deferred
5709,e97dcb68-282d-490f-ac5b-ede6fb804662,22,8,2026-07-14T09:00:00,7520.38,funeral,7094.92,1,1,63,prior_beneficiary,in_person,0.732,True,deferred
6068,22f97812-fe16-4419-89ba-ebd2e3839e83,22,3,2026-07-28T09:00:00,3000,education,2849.01,27,3,237,self,in_person,0.587,True,deferred
5865,ff4b9e6d-4eba-4443-812e-8a024d8a48b7,22,2,2026-07-26T09:00:00,3000,medical,3174.71,8,3,153,prior_beneficiary,in_person,0.564,True,deferred
6034,100c6735-220e-4351-845d-b301a8631647,22,10,2026-07-23T09:00:00,12081.24,education,11353.7,36,1,77,caseworker_outreach,online,0.563,False,deferred
5891,064e8668-b36a-41f7-b638-d5cf2dfa3864,22,2,2026-07-11T09:00:00,5825.55,medical,5420.38,0,3,206,self,phone,0.639,True,deferred
5936,89846fba-d403-4c59-8300-d6518ff38154,22,1,2026-07-09T09:00:00,3000,childcare,2730.11,56,6,86,community_leader,online,0.897,True,deferred
5616,79a04f74-1054-4841-85f9-de08a1864e7a,22,10,2026-07-29T09:00:00,3000,childcare,3204.12,32,4,120,self,in_person,0.695,True,deferred
5681,f239eae6-2f89-4fe7-8cb3-7dc9fe9d7bbb,22,2,2026-07-04T09:00:00,3000,medical,3449.07,14,4,50,ngo_partner,caseworker_submitted,0.517,True,deferred
5666,78672cdc-91ea-425c-87d0-3fe1228c63fc,22,8,2026-07-06T09:00:00,3000,medical,3004.11,25,6,92,self,online,0.807,False,deferred
5720,65fd5d33-80f2-48f0-adc8-e12df0fa9fe3,22,7,2026-07-14T09:00:00,18657.82,funeral,18443.74,1,2,80,ngo_partner,in_person,1.0,True,deferred
5811,9ba1caf8-463f-44ca-a2f9-4efb19f995b9,22,9,2026-07-10T09:00:00,6736.91,rent_arrears,6624.54,33,1,207,self,in_person,0.895,True,deferred
5683,6f32c702-4a4f-4ada-aeb6-36e9657d0013,22,3,2026-07-27T09:00:00,3000,funeral,2904.99,3,1,212,self,in_person,0.609,True,deferred
6045,b000bd61-936e-44ba-8809-d9c34d7d3747,22,3,2026-07-05T09:00:00,3000,rent_arrears,2770.31,41,3,137,caseworker_outreach,phone,0.475,True,deferred
5703,f80bf314-f49d-47d2-b41e-4a591588c88d,22,3,2026-07-01T09:00:00,3000,food,2860.99,19,1,49,community_leader,in_person,0.841,True,deferred
5952,07f1b3b5-52d2-4983-9090-660825714adf,22,6,2026-07-08T09:00:00,8298.57,education,9177.31,2,3,60,self,caseworker_submitted,0.779,True,deferred
5697,702d02c3-0248-4451-8593-3c1cbd157561,22,1,2026-07-17T09:00:00,5012.21,education,5570.46,31,2,348,community_leader,online,0.693,True,audit_approved
5724,08c23ebd-df94-4963-89c9-5c61a64aca28,22,4,2026-07-27T09:00:00,3000,rent_arrears,2570.21,8,3,265,community_leader,in_person,0.592,True,deferred
5662,489facd1-713c-4e74-b117-84464e17e5ee,22,3,2026-07-10T09:00:00,3000,education,2990.23,32,4,128,self,online,0.687,False,deferred
5874,f7058b70-31ed-4108-9556-4962982494bd,22,5,2026-07-16T09:00:00,3000,medical,3307.66,3,1,228,self,online,0.77,True,deferred
5782,09f1b9b2-7b57-47e2-96ba-9485b7454cf7,22,9,2026-07-23T09:00:00,3000,utilities,2925.75,24,3,215,community_leader,phone,0.906,True,deferred
5840,1d91f96c-5cc4-4606-a530-5134bae6a266,22,8,2026-07-11T09:00:00,3000,medical,2998.18,16,0,,caseworker_outreach,in_person,0.623,False,deferred
5857,d3d58da6-4de3-400e-b619-eedf6e4e637a,22,9,2026-07-25T09:00:00,4117.06,funeral,4684.2,57,2,74,ngo_partner,phone,0.566,False,deferred
5721,0276a025-81db-49d7-ac05-d8c3f470cfd9,22,2,2026-07-03T09:00:00,21327.57,rent_arrears,18893.03,15,2,69,ngo_partner,in_person,0.751,True,deferred
6010,46982083-bd81-4fe8-9311-386f4899ecc7,22,10,2026-07-09T09:00:00,5813.92,education,5995.96,17,0,,caseworker_outreach,in_person,0.64,True,deferred
5676,e349cef8-6f02-4cb8-98da-68cd852bbfea,22,8,2026-07-19T09:00:00,3025.94,rent_arrears,2631.86,18,5,37,self,in_person,0.686,False,deferred
5626,b497b7ad-6996-4a7a-93fe-47bd91d2094b,22,6,2026-07-08T09:00:00,16758.15,rent_arrears,15747.45,66,3,129,ngo_partner,online,0.448,True,deferred
5605,7b814239-ca0f-4d5c-9190-04b7ab1e9c80,22,9,2026-07-27T09:00:00,3000,education,3394.96,55,1,147,caseworker_outreach,in_person,0.851,True,deferred
6071,af67dae7-90cf-4644-b352-a8657780536e,22,6,2026-07-24T09:00:00,3000,utilities,3419.44,10,2,163,prior_beneficiary,in_person,0.458,True,deferred
5896,c908a372-b469-4ece-9ad7-df4e809d0209,22,7,2026-07-10T09:00:00,22993.28,education,25630.62,17,5,63,caseworker_outreach,online,0.684,True,audit_approved
5713,b9e3c430-29f2-41b8-b7fc-79d06071c1f9,22,9,2026-07-06T09:00:00,3000,other,3394.37,19,2,19,ngo_partner,phone,0.803,False,deferred
5647,a4f7df1f-7df6-4e0c-8d36-577c919f305a,22,4,2026-07-14T09:00:00,5347.03,other,4982.62,37,2,98,ngo_partner,phone,0.716,True,deferred
6028,2d53d4fb-b308-4e56-8c03-01d6f3df1be2,22,4,2026-07-23T09:00:00,3000,rent_arrears,2668.64,27,2,244,self,in_person,0.688,True,deferred
5727,89b2d670-dea0-4748-8939-16b676e51a8f,22,3,2026-07-31T09:00:00,3000,education,2937.43,11,4,177,self,online,0.623,False,deferred
5822,c0933b96-34d5-45e8-a1f1-891b7a03f517,22,7,2026-07-01T09:00:00,13056.29,education,14469.66,1,6,98,ngo_partner,in_person,0.638,True,deferred
5678,9b80488b-006f-48e9-92e1-030cf9ccae4c,22,5,2026-07-09T09:00:00,3000,rent_arrears,2640.25,28,5,28,self,online,1.0,True,deferred
5699,a404ce07-7138-4920-b0f6-ba130c7c55ff,22,5,2026-07-30T09:00:00,3000,rent_arrears,2862.8,13,0,,self,online,0.862,False,deferred
5875,5b987278-b614-42b6-ace5-7a15eb69626b,22,1,2026-07-16T09:00:00,3000,funeral,3425.36,31,2,129,caseworker_outreach,online,1.0,True,deferred
6015,53cc10e7-953b-4b5d-8f1c-1f6be23a03b3,22,10,2026-07-29T09:00:00,3000,other,2617.16,5,0,,caseworker_outreach,in_person,0.639,True,deferred
5988,4b207f55-a99a-49b0-91de-d9863fdc10f3,22,4,2026-07-22T09:00:00,3000,funeral,3037.17,4,0,,self,caseworker_submitted,0.56,False,deferred
5619,1b857a45-6e62-4030-b73c-78ab27091f4a,22,10,2026-07-02T09:00:00,3000,utilities,2657.26,1,2,161,self,caseworker_submitted,0.635,True,deferred
5861,444f4308-ff90-4ffe-9622-22d785170d6d,22,10,2026-07-17T09:00:00,3000,childcare,2693.77,1,2,195,self,online,0.996,True,deferred
5682,bfe719f7-ae0a-4762-9f29-6f2a7cf0b3ea,22,8,2026-07-03T09:00:00,3000,rent_arrears,3121.44,22,1,130,self,online,0.807,True,deferred
5656,9c0179ad-9157-408a-8a87-a48652a80265,22,7,2026-07-04T09:00:00,15963.06,utilities,17311.58,17,2,49,self,online,0.831,False,deferred
5982,eb2837fd-6b0d-4a2f-934c-06145429a513,22,7,2026-07-07T09:00:00,3000,education,2946.44,19,0,,community_leader,caseworker_submitted,0.66,True,deferred
5761,eff154cc-cd0e-490d-a0a9-47d57016a039,22,7,2026-07-23T09:00:00,3217.51,utilities,3128.99,4,2,238,caseworker_outreach,in_person,0.847,True,deferred
5919,8dde71e5-4137-496c-ae00-4410c320ad7c,22,5,2026-07-28T09:00:00,3000,medical,2679.16,16,4,203,ngo_partner,in_person,0.265,False,deferred
5789,8dd961b1-8648-4b24-9799-142d8909c0c0,22,5,2026-07-29T09:00:00,31382.61,rent_arrears,33105.03,13,0,,self,in_person,0.773,True,deferred
5835,e982cdef-a3e2-4d9c-98fd-bcef2f52fe68,22,6,2026-07-25T09:00:00,14745.45,education,14257.25,28,1,168,caseworker_outreach,in_person,0.619,False,deferred
5725,0c743573-3175-4096-99fc-5104f7f9616a,22,9,2026-07-08T09:00:00,3000,education,2602.46,32,0,,caseworker_outreach,online,0.629,True,deferred
5852,89055de1-7caf-46cf-a812-af4ecadf6741,22,1,2026-07-28T09:00:00,6532.6,utilities,6899.9,5,1,214,ngo_partner,online,1.0,True,deferred
5953,5679a545-305d-46b1-b2c2-65532f266237,22,2,2026-07-06T09:00:00,6031.27,rent_arrears,5673.07,57,1,178,self,in_person,0.5,True,appealed
5986,32f2f4d7-8b0d-4843-9c4b-28f49bc0355e,22,7,2026-07-14T09:00:00,3000,utilities,2727.12,17,0,,self,in_person,0.528,False,deferred
6031,8d849976-ef6c-4d10-8653-8f3ece4a3cd0,22,5,2026-07-06T09:00:00,3000,childcare,2961.45,5,1,109,self,phone,0.377,False,deferred
5927,6cdd179d-f951-41b2-aa70-57f7e5c67255,22,2,2026-07-08T09:00:00,3396.16,medical,3373.76,12,4,104,community_leader,caseworker_submitted,0.851,True,deferred
5628,1d5c7610-5b3e-434c-a30f-904a18db177a,22,4,2026-07-20T09:00:00,3000,childcare,2713.58,14,2,489,prior_beneficiary,in_person,0.594,True,deferred
5957,18465463-b3ff-4f02-8a83-3a343c8c2a64,22,6,2026-07-25T09:00:00,3000,education,3148.11,22,3,105,caseworker_outreach,online,0.826,True,audit_approved
6027,8cb53752-b397-4d2a-8e6e-092056641861,22,2,2026-07-07T09:00:00,3235.13,utilities,2968.07,23,4,187,self,online,0.913,True,deferred
5798,f3b1ae5e-b16d-43c8-9610-02867bcf7d4c,22,6,2026-07-15T09:00:00,3000,education,3075.58,1,2,363,ngo_partner,caseworker_submitted,0.878,True,deferred
5800,24bf3287-ff49-4ef2-86b2-eb83866529be,22,4,2026-07-04T09:00:00,3000,other,2909.46,26,1,236,prior_beneficiary,caseworker_submitted,0.557,True,deferred
6011,02c25613-0c3d-4f7b-9aa3-00848f42e85d,22,5,2026-07-08T09:00:00,3000,rent_arrears,2991.29,0,4,50,self,online,0.799,True,deferred
5837,d5d1d98c-d49c-4474-8401-c3f7155454ce,22,1,2026-07-19T09:00:00,8311.66,education,8738.58,67,1,546,community_leader,caseworker_submitted,0.632,True,deferred
5623,4449404e-1c34-402b-9cdd-dfc562bcc4d9,22,6,2026-07-26T09:00:00,3000,funeral,3270.18,3,0,,prior_beneficiary,online,0.632,True,deferred
5712,8f3867e4-42f8-4f6c-bff7-7ee8830732ce,22,2,2026-07-19T09:00:00,3000,childcare,3289.84,80,1,96,self,phone,0.662,False,deferred
5963,980db47c-190c-4721-862a-2e4b0368b5c8,22,8,2026-07-22T09:00:00,3000,rent_arrears,2823.24,18,1,84,ngo_partner,in_person,0.89,True,appealed
6235,e25bace4-f132-4561-b252-f88c360a7fa6,23,6,2026-08-02T09:00:00,215760.77,food,247724.61,21,0,,self,caseworker_submitted,0.685,True,auto_approved
6163,8541cdc3-1273-48ad-8684-dd2c9ebb7126,23,8,2026-08-03T09:00:00,95284.7,medical,96178.1,37,0,,ngo_partner,caseworker_submitted,0.997,True,auto_approved
6148,4256e5a2-2c7b-40f3-ad25-73ce9739b135,23,4,2026-08-16T09:00:00,179530.65,education,178750.34,5,1,90,self,in_person,0.392,False,auto_approved
6086,9f49d62e-28ea-46ee-9d75-5c1446d87e31,23,7,2026-08-13T09:00:00,92845.76,medical,89066.05,44,2,339,caseworker_outreach,phone,0.591,True,auto_approved
6424,9730f408-4288-47f1-822d-05c45a5effb4,23,5,2026-08-09T09:00:00,149196.9,medical,136132.47,17,1,70,self,online,0.925,True,auto_approved
6112,7898c884-5cce-4aef-bf56-f7b27e48f2bc,23,5,2026-08-25T09:00:00,88756.77,funeral,96388.3,23,0,,self,caseworker_submitted,0.81,True,auto_approved
6490,52526a47-6ad1-4f6d-88d0-4b4f6d6ce016,23,1,2026-08-26T09:00:00,60876.68,utilities,59803.87,69,3,439,self,online,0.951,True,auto_approved
6510,fb269be0-3dee-4b77-8dc4-1b448c255605,23,2,2026-08-12T09:00:00,190942.34,other,178917.38,43,0,,self,in_person,0.69,True,auto_approved
6461,6cc5c19b-f23e-45f3-ad1c-17b06f45073a,23,5,2026-08-15T09:00:00,116258.01,rent_arrears,122445.44,20,1,202,self,in_person,0.543,False,auto_approved
6331,f274845e-1b8d-4f22-b4fd-fbd7470fbc7f,23,6,2026-08-23T09:00:00,100015.48,medical,96951.17,1,0,,caseworker_outreach,phone,0.912,True,auto_approved
6323,bcc87980-f137-4962-8912-ed2202a1ed0a,23,4,2026-08-09T09:00:00,78669.14,food,78707.28,47,3,347,caseworker_outreach,in_person,0.787,True,auto_approved
6501,584c3107-ec26-4484-847b-249bf0f85066,23,10,2026-08-12T09:00:00,188300.05,medical,206348.33,44,1,195,self,in_person,0.745,True,auto_approved
6439,69fa8992-06e0-450a-8f7d-552d32f4cddc,23,4,2026-08-14T09:00:00,134161.2,food,122479.9,87,0,,self,in_person,0.388,True,auto_approved
6258,f5126571-95c3-4ebb-a703-28f65b9387cc,23,8,2026-08-30T09:00:00,142571.42,food,144004.2,22,1,452,self,caseworker_submitted,0.733,True,auto_approved
6259,303738bc-148e-48fc-829c-d4c5f9f344a8,23,6,2026-08-29T09:00:00,89283.37,medical,85103.09,62,0,,community_leader,in_person,0.491,False,auto_approved
6413,18e608ce-1835-4e43-8f48-dde6d4d780d7,23,2,2026-08-15T09:00:00,52809.71,rent_arrears,46872.25,0,1,117,self,online,0.944,True,auto_approved
6358,f36eedf1-d7ec-4338-8790-73bb832ff4af,23,4,2026-08-09T09:00:00,61770.29,food,52939.81,13,1,455,caseworker_outreach,in_person,0.578,False,auto_approved
6089,1263203f-3065-42ff-a6e6-209534619998,23,8,2026-08-12T09:00:00,96852.53,food,92644.12,61,2,146,self,phone,0.735,True,auto_approved
6214,eb059e8b-e11f-4f49-9a7c-e40ec367e0df,23,9,2026-08-28T09:00:00,144355.61,childcare,123747.26,38,2,90,caseworker_outreach,in_person,0.673,True,auto_approved
6191,3628e70a-db80-4a54-a1a2-b567af4d9433,23,8,2026-08-24T09:00:00,112668.14,medical,95992.91,55,1,309,community_leader,in_person,0.695,True,auto_approved
6208,cda81f67-2dfb-4303-a0e5-fbe12e5a6423,23,6,2026-08-18T09:00:00,83252.28,childcare,87176.56,35,2,148,prior_beneficiary,in_person,0.483,True,auto_approved
6222,b3e260f3-53fa-441a-b6f8-9450e4722063,23,6,2026-08-17T09:00:00,154914.9,childcare,168373.96,71,0,,self,in_person,0.551,True,auto_approved
6468,c7f51902-d785-4923-8bab-f6680ce3e51b,23,8,2026-08-14T09:00:00,126502.28,rent_arrears,111865.55,5,1,115,caseworker_outreach,in_person,0.584,True,auto_approved
6117,5989329a-7c97-43f5-afd7-2c12b79eab2a,23,4,2026-08-22T09:00:00,115805.81,medical,107466.4,14,1,67,ngo_partner,online,0.867,True,auto_approved
